fighter,elo,record
Shane Nelson,1522.1086611557027,"{'December 13, 2008': {'opponent': 'George Roop', 'result': 1}, 'March 07, 2009': {'opponent': 'Aaron Riley', 'result': 1}, 'August 08, 2009': {'opponent': 'Aaron Riley', 'result': 0}, 'December 12, 2009': {'opponent': 'Matt Wiman', 'result': 0}}"
George Roop,1472.109862863651,"{'December 13, 2008': {'opponent': 'Shane Nelson', 'result': 0}, 'May 23, 2009': {'opponent': 'David Kaplan', 'result': 1}, 'August 08, 2009': {'opponent': 'George Sotiropoulos', 'result': 0}, 'January 22, 2011': {'opponent': 'Mark Hominick', 'result': 0}, 'June 04, 2011': {'opponent': 'Josh Grispi', 'result': 1}, 'October 29, 2011': {'opponent': 'Hatsu Hioki', 'result': 0}, 'January 28, 2012': {'opponent': 'Cub Swanson', 'result': 0}, 'March 16, 2013': {'opponent': 'Reuben Duran', 'result': 1}, 'May 25, 2013': {'opponent': 'Brian Bowles', 'result': 1}, 'November 06, 2013': {'opponent': 'Francisco Rivera', 'result': 0}, 'April 16, 2014': {'opponent': 'Dustin Kimura', 'result': 1}, 'July 05, 2014': {'opponent': 'Rob Font', 'result': 0}, 'September 26, 2015': {'opponent': 'Takeya Mizugaki', 'result': 0}}"
Eliot Marshall,1524.7434604633902,"{'December 13, 2008': {'opponent': 'Jules Bruchez', 'result': 1}, 'April 18, 2009': {'opponent': 'Vinny Magalhaes', 'result': 1}, 'September 19, 2009': {'opponent': 'Jason Brilz', 'result': 1}, 'March 21, 2010': {'opponent': 'Vladimir Matyushenko', 'result': 0}, 'March 19, 2011': {'opponent': 'Luiz Cane', 'result': 0}, 'October 29, 2011': {'opponent': 'Brandon Vera', 'result': 0}}"
Jules Bruchez,1470.939003057951,"{'December 13, 2008': {'opponent': 'Eliot Marshall', 'result': 0}}"
Ryan Bader,1663.6709799486985,"{'December 13, 2008': {'opponent': 'Vinny Magalhaes', 'result': 1}, 'April 01, 2009': {'opponent': 'Carmelo Marrero', 'result': 1}, 'October 24, 2009': {'opponent': 'Eric Schafer', 'result': 1}, 'February 20, 2010': {'opponent': 'Keith Jardine', 'result': 1}, 'September 25, 2010': {'opponent': 'Rogerio Nogueira', 'result': 1}, 'February 05, 2011': {'opponent': 'Jon Jones', 'result': 0}, 'July 02, 2011': {'opponent': 'Tito Ortiz', 'result': 0}, 'November 19, 2011': {'opponent': 'Jason Brilz', 'result': 1}, 'February 25, 2012': {'opponent': 'Quinton Jackson', 'result': 1}, 'August 04, 2012': {'opponent': 'Lyoto Machida', 'result': 0}, 'January 26, 2013': {'opponent': 'Vladimir Matyushenko', 'result': 1}, 'September 04, 2013': {'opponent': 'Glover Teixeira', 'result': 0}, 'December 06, 2013': {'opponent': 'Anthony Perosh', 'result': 1}, 'June 14, 2014': {'opponent': 'Rafael Cavalcante', 'result': 1}, 'August 16, 2014': {'opponent': 'Ovince Saint Preux', 'result': 1}, 'January 24, 2015': {'opponent': 'Phil Davis', 'result': 1}, 'October 03, 2015': {'opponent': 'Rashad Evans', 'result': 1}, 'January 30, 2016': {'opponent': 'Anthony Johnson', 'result': 0}, 'September 03, 2016': {'opponent': 'Ilir Latifi', 'result': 1}, 'November 19, 2016': {'opponent': 'Rogerio Nogueira', 'result': 1}}"
Vinny Magalhaes,1439.2836792096336,"{'December 13, 2008': {'opponent': 'Ryan Bader', 'result': 0}, 'April 18, 2009': {'opponent': 'Eliot Marshall', 'result': 0}, 'September 22, 2012': {'opponent': 'Igor Pokrajac', 'result': 1}, 'April 27, 2013': {'opponent': 'Phil Davis', 'result': 0}, 'August 03, 2013': {'opponent': 'Anthony Perosh', 'result': 0}}"
Efrain Escudero,1494.2248636017646,"{'December 13, 2008': {'opponent': 'Phillipe Nover', 'result': 1}, 'September 19, 2009': {'opponent': 'Cole Miller', 'result': 1}, 'January 11, 2010': {'opponent': 'Evan Dunham', 'result': 0}, 'May 29, 2010': {'opponent': 'Dan Lauzon', 'result': 1}, 'September 15, 2010': {'opponent': 'Charles Oliveira', 'result': 0}, 'December 30, 2011': {'opponent': 'Jacob Volkmann', 'result': 0}, 'April 21, 2012': {'opponent': 'Mac Danzig', 'result': 0}, 'September 13, 2014': {'opponent': 'Leonardo Santos', 'result': 0}, 'February 14, 2015': {'opponent': 'Rodrigo de Lima', 'result': 1}, 'June 13, 2015': {'opponent': 'Drew Dober', 'result': 1}, 'November 21, 2015': {'opponent': 'Leandro Silva', 'result': 0}, 'April 23, 2016': {'opponent': 'Kevin Lee', 'result': 0}}"
Phillipe Nover,1413.9560270534682,"{'December 13, 2008': {'opponent': 'Efrain Escudero', 'result': 0}, 'May 23, 2009': {'opponent': 'Kyle Bradley', 'result': 0}, 'February 06, 2010': {'opponent': 'Rob Emerson', 'result': 0}, 'May 16, 2015': {'opponent': 'Yui Chul Nam', 'result': 1}, 'December 10, 2015': {'opponent': 'Zubaira Tukhugov', 'result': 0}, 'September 24, 2016': {'opponent': 'Renan Barao', 'result': 0}, 'February 11, 2017': {'opponent': 'Rick Glenn', 'result': 0}}"
Tom Lawlor,1540.138849412962,"{'December 13, 2008': {'opponent': 'Kyle Kingsbury', 'result': 1}, 'July 11, 2009': {'opponent': 'CB Dollaway', 'result': 1}, 'January 11, 2010': {'opponent': 'Aaron Simpson', 'result': 0}, 'May 08, 2010': {'opponent': 'Joe Doerksen', 'result': 0}, 'October 23, 2010': {'opponent': 'Patrick Cote', 'result': 1}, 'November 19, 2011': {'opponent': 'Chris Weidman', 'result': 0}, 'May 15, 2012': {'opponent': 'Jason MacDonald', 'result': 1}, 'November 17, 2012': {'opponent': 'Francis Carmont', 'result': 0}, 'April 06, 2013': {'opponent': 'Michael Kuiper', 'result': 1}, 'July 25, 2015': {'opponent': 'Gian Villante', 'result': 1}, 'March 05, 2016': {'opponent': 'Corey Anderson', 'result': 0}}"
Kyle Kingsbury,1483.0726070448916,"{'December 13, 2008': {'opponent': 'Tom Lawlor', 'result': 0}, 'October 24, 2009': {'opponent': 'Razak Al-Hassan', 'result': 1}, 'September 15, 2010': {'opponent': 'Jared Hamman', 'result': 1}, 'February 05, 2011': {'opponent': 'Ricardo Romero', 'result': 1}, 'June 04, 2011': {'opponent': 'Fabio Maldonado', 'result': 1}, 'November 19, 2011': {'opponent': 'Stephan Bonnar', 'result': 0}, 'May 26, 2012': {'opponent': 'Glover Teixeira', 'result': 0}, 'September 29, 2012': {'opponent': 'Jimi Manuwa', 'result': 0}, 'July 26, 2014': {'opponent': 'Patrick Cummins', 'result': 0}}"
Krzysztof Soszynski,1556.4817191098098,"{'December 13, 2008': {'opponent': 'Shane Primm', 'result': 1}, 'April 18, 2009': {'opponent': 'Brian Stann', 'result': 1}, 'May 23, 2009': {'opponent': 'Andre Gusmao', 'result': 1}, 'August 29, 2009': {'opponent': 'Brandon Vera', 'result': 0}, 'February 20, 2010': {'opponent': 'Stephan Bonnar', 'result': 1}, 'July 03, 2010': {'opponent': 'Stephan Bonnar', 'result': 0}, 'November 13, 2010': {'opponent': 'Goran Reljic', 'result': 1}, 'June 11, 2011': {'opponent': 'Mike Massenzio', 'result': 1}, 'December 10, 2011': {'opponent': 'Igor Pokrajac', 'result': 0}}"
Shane Primm,1470.939003057951,"{'December 13, 2008': {'opponent': 'Krzysztof Soszynski', 'result': 0}}"
Junie Browning,1503.7588076367847,"{'December 13, 2008': {'opponent': 'David Kaplan', 'result': 1}, 'April 01, 2009': {'opponent': 'Cole Miller', 'result': 0}}"
David Kaplan,1441.7922291845796,"{'December 13, 2008': {'opponent': 'Junie Browning', 'result': 0}, 'May 23, 2009': {'opponent': 'George Roop', 'result': 0}}"
Pat Barry,1476.0075521297713,"{'December 27, 2008': {'opponent': 'Dan Evensen', 'result': 1}, 'May 23, 2009': {'opponent': 'Tim Hague', 'result': 0}, 'October 24, 2009': {'opponent': 'Antoni Hardonk', 'result': 1}, 'June 12, 2010': {'opponent': 'Mirko Filipovic', 'result': 0}, 'January 22, 2011': {'opponent': 'Joey Beltran', 'result': 1}, 'June 26, 2011': {'opponent': 'Cheick Kongo', 'result': 0}, 'October 01, 2011': {'opponent': 'Stefan Struve', 'result': 0}, 'January 20, 2012': {'opponent': 'Christian Morecraft', 'result': 1}, 'May 05, 2012': {'opponent': 'Lavar Johnson', 'result': 0}, 'December 15, 2012': {'opponent': 'Shane del Rosario', 'result': 1}, 'June 15, 2013': {'opponent': 'Shawn Jordan', 'result': 0}, 'December 06, 2013': {'opponent': 'Soa Palelei', 'result': 0}}"
Mike Wessel,1471.2127586082263,"{'December 27, 2008': {'opponent': 'Antoni Hardonk', 'result': 0}}"
Mostapha Al-Turk,1434.8473711143474,"{'December 27, 2008': {'opponent': 'Cheick Kongo', 'result': 0}, 'June 13, 2009': {'opponent': 'Mirko Filipovic', 'result': 0}, 'April 10, 2010': {'opponent': 'Jon Madsen', 'result': 0}}"
Ivan Serati,1468.644636603356,"{'January 17, 2009': {'opponent': 'Tomasz Drwal', 'result': 0}}"
Denis Kang,1494.7953168688227,"{'January 17, 2009': {'opponent': 'Alan Belcher', 'result': 0}, 'April 18, 2009': {'opponent': 'Xavier Foupa-Pokam', 'result': 1}, 'November 14, 2009': {'opponent': 'Michael Bisping', 'result': 0}}"
Alexandre Barros,1475.6762469788496,"{'January 17, 2009': {'opponent': 'Martin Kampmann', 'result': 0}}"
John Hathaway,1595.5511643300144,"{'January 17, 2009': {'opponent': 'Tom Egan', 'result': 1}, 'June 13, 2009': {'opponent': 'Rick Story', 'result': 1}, 'November 14, 2009': {'opponent': 'Paul Taylor', 'result': 1}, 'May 29, 2010': {'opponent': 'Diego Sanchez', 'result': 1}, 'October 16, 2010': {'opponent': 'Mike Pyle', 'result': 0}, 'March 26, 2011': {'opponent': 'Kris McCray', 'result': 1}, 'May 05, 2012': {'opponent': 'Pascal Krauss', 'result': 1}, 'September 29, 2012': {'opponent': 'John Maguire', 'result': 1}, 'March 01, 2014': {'opponent': 'Dong Hyun Kim', 'result': 0}}"
Tom Egan,1470.939003057951,"{'January 17, 2009': {'opponent': 'John Hathaway', 'result': 0}}"
Dan Cramer,1503.9403480943133,"{'January 31, 2009': {'opponent': 'Matt Arroyo', 'result': 1}, 'August 08, 2009': {'opponent': 'Matthew Riddle', 'result': 0}}"
John Howard,1517.129998089012,"{'January 31, 2009': {'opponent': 'Chris Wilson', 'result': 1}, 'August 08, 2009': {'opponent': 'Tamdan McCrory', 'result': 1}, 'December 05, 2009': {'opponent': 'Dennis Hallman', 'result': 1}, 'March 21, 2010': {'opponent': 'Daniel Roberts', 'result': 1}, 'August 01, 2010': {'opponent': 'Jake Ellenberger', 'result': 0}, 'December 11, 2010': {'opponent': 'Thiago Alves', 'result': 0}, 'June 26, 2011': {'opponent': 'Matt Brown', 'result': 0}, 'August 17, 2013': {'opponent': 'Uriah Hall', 'result': 1}, 'December 28, 2013': {'opponent': 'Siyar Bahadurzada', 'result': 1}, 'April 11, 2014': {'opponent': 'Ryan LaFlare', 'result': 0}, 'September 27, 2014': {'opponent': 'Brian Ebersole', 'result': 0}, 'January 18, 2015': {'opponent': 'Lorenz Larkin', 'result': 0}, 'July 11, 2015': {'opponent': 'Cathal Pendred', 'result': 1}, 'December 10, 2015': {'opponent': 'Tim Means', 'result': 0}}"
Nick Catone,1504.951889815952,"{'February 07, 2009': {'opponent': 'Derek Downey', 'result': 1}, 'April 01, 2009': {'opponent': 'Tim Credeur', 'result': 0}, 'August 29, 2009': {'opponent': 'Mark Munoz', 'result': 0}, 'January 11, 2010': {'opponent': 'Jesse Forbes', 'result': 1}, 'March 19, 2011': {'opponent': 'Constantinos Philippou', 'result': 1}, 'June 22, 2012': {'opponent': 'Chris Camozzi', 'result': 0}, 'December 15, 2012': {'opponent': 'TJ Waldburger', 'result': 0}, 'February 01, 2014': {'opponent': 'Tom Watson', 'result': 1}}"
Derek Downey,1470.939003057951,"{'February 07, 2009': {'opponent': 'Nick Catone', 'result': 0}}"
Jake Rosholt,1501.332033848854,"{'February 07, 2009': {'opponent': 'Dan Miller', 'result': 0}, 'August 29, 2009': {'opponent': 'Chris Leben', 'result': 1}, 'November 21, 2009': {'opponent': 'Kendall Grove', 'result': 0}}"
Matt Veach,1492.5139599086037,"{'February 07, 2009': {'opponent': 'Matt Grice', 'result': 1}, 'December 05, 2009': {'opponent': 'Frankie Edgar', 'result': 0}, 'April 10, 2010': {'opponent': 'Paul Kelly', 'result': 0}}"
Denis Stojnic,1445.8955512048624,"{'February 07, 2009': {'opponent': 'Cain Velasquez', 'result': 0}, 'June 13, 2009': {'opponent': 'Stefan Struve', 'result': 0}}"
Mike Ciesnolevicz,1499.355363396644,"{'February 21, 2009': {'opponent': 'Neil Grove', 'result': 1}, 'June 20, 2009': {'opponent': 'Tomasz Drwal', 'result': 0}}"
Neil Grove,1470.939003057951,"{'February 21, 2009': {'opponent': 'Mike Ciesnolevicz', 'result': 0}}"
Stefan Struve,1520.2660519855058,"{'February 21, 2009': {'opponent': 'Junior Dos Santos', 'result': 0}, 'June 13, 2009': {'opponent': 'Denis Stojnic', 'result': 1}, 'October 24, 2009': {'opponent': 'Chase Gormley', 'result': 1}, 'December 12, 2009': {'opponent': 'Paul Buentello', 'result': 1}, 'March 31, 2010': {'opponent': 'Roy Nelson', 'result': 0}, 'August 07, 2010': {'opponent': 'Christian Morecraft', 'result': 1}, 'December 11, 2010': {'opponent': 'Sean McCorkle', 'result': 1}, 'May 28, 2011': {'opponent': 'Travis Browne', 'result': 0}, 'October 01, 2011': {'opponent': 'Pat Barry', 'result': 1}, 'February 15, 2012': {'opponent': 'Dave Herman', 'result': 1}, 'May 26, 2012': {'opponent': 'Lavar Johnson', 'result': 1}, 'September 29, 2012': {'opponent': 'Stipe Miocic', 'result': 1}, 'March 02, 2013': {'opponent': 'Mark Hunt', 'result': 0}, 'December 13, 2014': {'opponent': 'Alistair Overeem', 'result': 0}, 'August 01, 2015': {'opponent': 'Antonio Rodrigo Nogueira', 'result': 1}, 'November 14, 2015': {'opponent': 'Jared Rosholt', 'result': 0}, 'May 08, 2016': {'opponent': 'Antonio Silva', 'result': 1}, 'October 08, 2016': {'opponent': 'Daniel Omielanczuk', 'result': 1}, 'September 02, 2017': {'opponent': 'Alexander Volkov', 'result': 0}, 'March 03, 2018': {'opponent': 'Andrei Arlovski', 'result': 0}, 'July 22, 2018': {'opponent': 'Marcin Tybura', 'result': 0}, 'February 23, 2019': {'opponent': 'Marcos Rogerio de Lima', 'result': 1}, 'December 07, 2019': {'opponent': 'Ben Rothwell', 'result': 0}, 'October 24, 2020': {'opponent': 'Tai Tuivasa', 'result': 0}}"
Paulo Thiago,1476.7729888838217,"{'February 21, 2009': {'opponent': 'Josh Koscheck', 'result': 1}, 'July 11, 2009': {'opponent': 'Jon Fitch', 'result': 0}, 'November 21, 2009': {'opponent': 'Jacob Volkmann', 'result': 1}, 'February 06, 2010': {'opponent': 'Mike Swick', 'result': 1}, 'June 12, 2010': {'opponent': 'Martin Kampmann', 'result': 0}, 'October 23, 2010': {'opponent': 'Diego Sanchez', 'result': 0}, 'August 27, 2011': {'opponent': 'David Mitchell', 'result': 1}, 'April 14, 2012': {'opponent': 'Siyar Bahadurzada', 'result': 0}, 'November 10, 2012': {'opponent': 'Dong Hyun Kim', 'result': 0}, 'May 18, 2013': {'opponent': 'Michel Prazeres', 'result': 1}, 'November 09, 2013': {'opponent': 'Brandon Thatch', 'result': 0}, 'May 31, 2014': {'opponent': 'Gasan Umalatov', 'result': 0}, 'September 13, 2014': {'opponent': 'Sean Spencer', 'result': 0}}"
Brian Cobb,1469.5645095117222,"{'February 21, 2009': {'opponent': 'Terry Etim', 'result': 0}}"
Evan Dunham,1549.3750894307395,"{'February 21, 2009': {'opponent': 'Per Eklund', 'result': 1}, 'August 29, 2009': {'opponent': 'Marcus Aurelio', 'result': 1}, 'January 11, 2010': {'opponent': 'Efrain Escudero', 'result': 1}, 'June 12, 2010': {'opponent': 'Tyson Griffin', 'result': 1}, 'September 25, 2010': {'opponent': 'Sean Sherk', 'result': 0}, 'January 22, 2011': {'opponent': 'Melvin Guillard', 'result': 0}, 'September 17, 2011': {'opponent': 'Shamar Bailey', 'result': 1}, 'January 28, 2012': {'opponent': 'Nik Lentz', 'result': 1}, 'September 22, 2012': {'opponent': 'TJ Grant', 'result': 0}, 'February 02, 2013': {'opponent': 'Gleison Tibau', 'result': 1}, 'May 18, 2013': {'opponent': 'Rafael Dos Anjos', 'result': 0}, 'November 16, 2013': {'opponent': 'Donald Cerrone', 'result': 0}, 'July 16, 2014': {'opponent': 'Edson Barboza', 'result': 0}, 'January 03, 2015': {'opponent': 'Rodrigo Damm', 'result': 1}, 'July 18, 2015': {'opponent': 'Ross Pearson', 'result': 1}, 'December 11, 2015': {'opponent': 'Joe Lauzon', 'result': 1}, 'September 17, 2016': {'opponent': 'Rick Glenn', 'result': 1}, 'October 07, 2017': {'opponent': 'Beneil Dariush', 'result': 0.5}, 'April 07, 2018': {'opponent': 'Olivier Aubin-Mercier', 'result': 0}, 'September 22, 2018': {'opponent': 'Francisco Trinaldo', 'result': 0}, 'June 06, 2020': {'opponent': 'Herbert Burns', 'result': 0}}"
Mark Munoz,1557.2681244326811,"{'March 07, 2009': {'opponent': 'Matt Hamill', 'result': 0}, 'August 29, 2009': {'opponent': 'Nick Catone', 'result': 1}, 'January 02, 2010': {'opponent': 'Ryan Jensen', 'result': 1}, 'April 10, 2010': {'opponent': 'Kendall Grove', 'result': 1}, 'August 01, 2010': {'opponent': 'Yushin Okami', 'result': 0}, 'November 20, 2010': {'opponent': 'Aaron Simpson', 'result': 1}, 'March 03, 2011': {'opponent': 'CB Dollaway', 'result': 1}, 'June 11, 2011': {'opponent': 'Demian Maia', 'result': 1}, 'November 05, 2011': {'opponent': 'Chris Leben', 'result': 1}, 'July 11, 2012': {'opponent': 'Chris Weidman', 'result': 0}, 'July 06, 2013': {'opponent': 'Tim Boetsch', 'result': 1}, 'October 26, 2013': {'opponent': 'Lyoto Machida', 'result': 0}, 'May 31, 2014': {'opponent': 'Gegard Mousasi', 'result': 0}, 'February 28, 2015': {'opponent': 'Roan Carneiro', 'result': 0}, 'May 16, 2015': {'opponent': 'Luke Barnatt', 'result': 1}}"
Ryan Madigan,1469.6563795770348,"{'March 07, 2009': {'opponent': 'Tamdan McCrory', 'result': 0}}"
Nissen Osterneck,1469.104801563672,"{'April 01, 2009': {'opponent': 'Jorge Rivera', 'result': 0}}"
Aaron Simpson,1560.0537325214555,"{'April 01, 2009': {'opponent': 'Tim McKenzie', 'result': 1}, 'August 29, 2009': {'opponent': 'Ed Herman', 'result': 1}, 'January 11, 2010': {'opponent': 'Tom Lawlor', 'result': 1}, 'June 19, 2010': {'opponent': 'Chris Leben', 'result': 0}, 'November 20, 2010': {'opponent': 'Mark Munoz', 'result': 0}, 'March 26, 2011': {'opponent': 'Mario Miranda', 'result': 1}, 'July 02, 2011': {'opponent': 'Brad Tavares', 'result': 1}, 'October 08, 2011': {'opponent': 'Eric Schafer', 'result': 1}, 'February 15, 2012': {'opponent': 'Ronny Markes', 'result': 0}, 'July 11, 2012': {'opponent': 'Kenny Robertson', 'result': 1}, 'October 05, 2012': {'opponent': 'Mike Pierce', 'result': 0}}"
Tim McKenzie,1470.939003057951,"{'April 01, 2009': {'opponent': 'Aaron Simpson', 'result': 0}}"
Carlos Condit,1544.1606692180055,"{'April 01, 2009': {'opponent': 'Martin Kampmann', 'result': 0}, 'September 16, 2009': {'opponent': 'Jake Ellenberger', 'result': 1}, 'June 12, 2010': {'opponent': 'Rory MacDonald', 'result': 1}, 'October 16, 2010': {'opponent': 'Dan Hardy', 'result': 1}, 'July 02, 2011': {'opponent': 'Dong Hyun Kim', 'result': 1}, 'February 04, 2012': {'opponent': 'Nick Diaz', 'result': 1}, 'November 17, 2012': {'opponent': 'Georges St-Pierre', 'result': 0}, 'March 16, 2013': {'opponent': 'Johny Hendricks', 'result': 0}, 'August 28, 2013': {'opponent': 'Martin Kampmann', 'result': 1}, 'March 15, 2014': {'opponent': 'Tyron Woodley', 'result': 0}, 'May 30, 2015': {'opponent': 'Thiago Alves', 'result': 1}, 'January 02, 2016': {'opponent': 'Robbie Lawler', 'result': 0}, 'August 27, 2016': {'opponent': 'Demian Maia', 'result': 0}, 'December 30, 2017': {'opponent': 'Neil Magny', 'result': 0}, 'April 14, 2018': {'opponent': 'Alex Oliveira', 'result': 0}, 'December 29, 2018': {'opponent': 'Michael Chiesa', 'result': 0}, 'October 03, 2020': {'opponent': 'Court McGee', 'result': 1}, 'January 16, 2021': {'opponent': 'Matt Brown', 'result': 1}}"
Jesse Sanders,1469.9318195202497,"{'April 01, 2009': {'opponent': 'Brock Larson', 'result': 0}}"
TJ Grant,1591.251307619555,"{'April 18, 2009': {'opponent': 'Ryo Chonan', 'result': 1}, 'July 11, 2009': {'opponent': 'Dong Hyun Kim', 'result': 0}, 'December 12, 2009': {'opponent': 'Kevin Burns', 'result': 1}, 'May 08, 2010': {'opponent': 'Johny Hendricks', 'result': 0}, 'September 25, 2010': {'opponent': 'Julio Paulino', 'result': 1}, 'December 11, 2010': {'opponent': 'Ricardo Almeida', 'result': 0}, 'October 01, 2011': {'opponent': 'Shane Roller', 'result': 1}, 'May 15, 2012': {'opponent': 'Carlo Prater', 'result': 1}, 'September 22, 2012': {'opponent': 'Evan Dunham', 'result': 1}, 'January 26, 2013': {'opponent': 'Matt Wiman', 'result': 1}, 'May 25, 2013': {'opponent': 'Gray Maynard', 'result': 1}}"
Xavier Foupa-Pokam,1439.714935932879,"{'April 18, 2009': {'opponent': 'Denis Kang', 'result': 0}, 'May 23, 2009': {'opponent': 'Drew McFedries', 'result': 0}}"
Brian Stann,1525.2226511708734,"{'April 18, 2009': {'opponent': 'Krzysztof Soszynski', 'result': 0}, 'September 16, 2009': {'opponent': 'Steve Cantwell', 'result': 1}, 'December 05, 2009': {'opponent': 'Rodney Wallace', 'result': 1}, 'February 06, 2010': {'opponent': 'Phil Davis', 'result': 0}, 'August 01, 2010': {'opponent': 'Mike Massenzio', 'result': 1}, 'January 01, 2011': {'opponent': 'Chris Leben', 'result': 1}, 'May 28, 2011': {'opponent': 'Jorge Santiago', 'result': 1}, 'October 08, 2011': {'opponent': 'Chael Sonnen', 'result': 0}, 'April 14, 2012': {'opponent': 'Alessio Sakara', 'result': 1}, 'September 22, 2012': {'opponent': 'Michael Bisping', 'result': 0}, 'March 02, 2013': {'opponent': 'Wanderlei Silva', 'result': 0}}"
